year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,imageUrl,imageName
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels""",1/2,769,Individual,Peter Agre,1949-01-30,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Peter_Agre.jpg/300px-Peter_Agre.jpg,Peter_Agre.jpg
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",1/2,770,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Roderick_MacKinnon%2C_M.D..jpg/300px-Roderick_MacKinnon%2C_M.D..jpg,"Roderick_MacKinnon,_M.D..jpg"
2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",1/1,773,Individual,Shirin Ebadi,1947-06-21,Hamadan,Iran,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Shirin_Ebadi_01.jpg/300px-Shirin_Ebadi_01.jpg,Shirin_Ebadi_01.jpg
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,779,Individual,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Aaron_Ciechanover_Speaking_at_the_Technion%2C_February_2018.jpg/300px-Aaron_Ciechanover_Speaking_at_the_Technion%2C_February_2018.jpg,"Aaron_Ciechanover_Speaking_at_the_Technion,_February_2018.jpg"
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,780,Individual,Avram Hershko,1937-12-31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Flickr_-_Government_Press_Office_%28GPO%29_-_Nobel_Laureate_Avram_Hershko.jpg/300px-Flickr_-_Government_Press_Office_%28GPO%29_-_Nobel_Laureate_Avram_Hershko.jpg,Flickr_-_Government_Press_Office_(GPO)_-_Nobel_Laureate_Avram_Hershko.jpg
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,781,Individual,Irwin Rose,1926-07-16,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,2015-06-03,"Deerfield, MA",United States of America,https://upload.wikimedia.org/wikipedia/commons/2/20/Nobel2004chemistrylaurets-Rose.jpg,Nobel2004chemistrylaurets-Rose.jpg
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Finn_E_Kydland_2015.jpg/300px-Finn_E_Kydland_2015.jpg,Finn_E_Kydland_2015.jpg
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,787,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Edward_C_Prescott_2015.jpg/300px-Edward_C_Prescott_2015.jpg,Edward_C_Prescott_2015.jpg
2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",1/1,782,Individual,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Elfriede_jelinek_2004_small.jpg/300px-Elfriede_jelinek_2004_small.jpg,Elfriede_jelinek_2004_small.jpg
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1/2,774,Individual,Richard Axel,1946-07-02,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Professor_Richard_Axel_ForMemRS.jpg/300px-Professor_Richard_Axel_ForMemRS.jpg,Professor_Richard_Axel_ForMemRS.jpg
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1/2,775,Individual,Linda B. Buck,1947-01-29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Dr_Linda_Buck_ForMemRS.jpg/300px-Dr_Linda_Buck_ForMemRS.jpg,Dr_Linda_Buck_ForMemRS.jpg
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,778,Individual,Frank Wilczek,1951-05-15,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/FrankStockholm2004.jpg/300px-FrankStockholm2004.jpg,FrankStockholm2004.jpg
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,794,Individual,Yves Chauvin,1930-10-10,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,2015-01-27,Tours,France,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Nobel_Laureates_in_Chemistry_2005_on_stage_%28restored%29.jpg/300px-Nobel_Laureates_in_Chemistry_2005_on_stage_%28restored%29.jpg,Nobel_Laureates_in_Chemistry_2005_on_stage_(restored).jpg
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,795,Individual,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Robert_Grubbs_Royal_Society.jpg/300px-Robert_Grubbs_Royal_Society.jpg,Robert_Grubbs_Royal_Society.jpg
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,796,Individual,Richard R. Schrock,1945-01-04,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/R._Schrock_2012.jpg/300px-R._Schrock_2012.jpg,R._Schrock_2012.jpg
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1/1,801,Individual,Harold Pinter,1930-10-10,London,United Kingdom,Male,NA,NA,NA,2008-12-24,London,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Harold-pinter-atp.jpg/300px-Harold-pinter-atp.jpg,Harold-pinter-atp.jpg
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1/2,798,Individual,Mohamed ElBaradei,1942-06-17,Cairo,Egypt,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Mohamed_el-Baradei.jpg/300px-Mohamed_el-Baradei.jpg,Mohamed_el-Baradei.jpg
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",1/2,791,Individual,Roy J. Glauber,1925-09-01,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Roy_Glauber.jpg/300px-Roy_Glauber.jpg,Roy_Glauber.jpg
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,792,Individual,John L. Hall,1934-08-21,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/John_L._Hall_in_Lindau.jpg/300px-John_L._Hall_in_Lindau.jpg,John_L._Hall_in_Lindau.jpg
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,793,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Theodor_Haensch.jpg/300px-Theodor_Haensch.jpg,Theodor_Haensch.jpg
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1/1,806,Individual,Roger D. Kornberg,1947-04-24,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Roger_Kornberg_%28Nobel_Medicine_or_Physiology_2006%29_in_Stockholm%2C_June_2016.jpg/300px-Roger_Kornberg_%28Nobel_Medicine_or_Physiology_2006%29_in_Stockholm%2C_June_2016.jpg,"Roger_Kornberg_(Nobel_Medicine_or_Physiology_2006)_in_Stockholm,_June_2016.jpg"
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1/1,808,Individual,Orhan Pamuk,1952-06-07,Istanbul,Turkey,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Orhan_Pamuk_2009_Shankbone.jpg/300px-Orhan_Pamuk_2009_Shankbone.jpg,Orhan_Pamuk_2009_Shankbone.jpg
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1/2,809,Individual,Muhammad Yunus,1940-06-28,Chittagong,British India (Bangladesh),Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Muhammad_Yunus_%28cropped%29.jpg/300px-Muhammad_Yunus_%28cropped%29.jpg,Muhammad_Yunus_(cropped).jpg
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1/2,804,Individual,John C. Mather,1946-08-07,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/John_Mather_%28cropped%29.jpg/300px-John_Mather_%28cropped%29.jpg,John_Mather_(cropped).jpg
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1/1,816,Individual,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Prof_Ertl-Portrait.jpg/300px-Prof_Ertl-Portrait.jpg,Prof_Ertl-Portrait.jpg
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,820,Individual,Leonid Hurwicz,1917-08-21,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,2008-06-24,"Minneapolis, MN",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Leonid_Hurwicz.jpg/300px-Leonid_Hurwicz.jpg,Leonid_Hurwicz.jpg
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1/1,817,Individual,Doris Lessing,1919-10-22,Kermanshah,Persia (Iran),Female,NA,NA,NA,2013-11-17,London,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Doris_Lessing_3.jpg/300px-Doris_Lessing_3.jpg,Doris_Lessing_3.jpg
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,813,Individual,Oliver Smithies,1925-06-23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017-01-10,"Chapel Hill, NC",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Oliver_Smithies_HD2009_AIC_Gold_Medal_portrait_%28cropped%29.JPG/300px-Oliver_Smithies_HD2009_AIC_Gold_Medal_portrait_%28cropped%29.JPG,Oliver_Smithies_HD2009_AIC_Gold_Medal_portrait_(cropped).JPG
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,814,Individual,Albert Fert,1938-03-07,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Fert-002.jpg/300px-Fert-002.jpg,Fert-002.jpg
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,815,Individual,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Peter_Gruenberg_01.jpg/300px-Peter_Gruenberg_01.jpg,Peter_Gruenberg_01.jpg
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,829,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Osamu_Shimomura-press_conference_Dec_06th%2C_2008-2.jpg/300px-Osamu_Shimomura-press_conference_Dec_06th%2C_2008-2.jpg,"Osamu_Shimomura-press_conference_Dec_06th,_2008-2.jpg"
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,830,Individual,Martin Chalfie,1947-01-15,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Martin_Chalfie_Royal_Society.jpg/300px-Martin_Chalfie_Royal_Society.jpg,Martin_Chalfie_Royal_Society.jpg
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,831,Individual,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,2016-08-24,"Eugene, OR",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Roger_Tsien-press_conference_Dec_07th%2C_2008-2.jpg/300px-Roger_Tsien-press_conference_Dec_07th%2C_2008-2.jpg,"Roger_Tsien-press_conference_Dec_07th,_2008-2.jpg"
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1/1,834,Individual,Paul Krugman,1953-02-28,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Paul_Krugman-press_conference_Dec_07th%2C_2008-8.jpg/300px-Paul_Krugman-press_conference_Dec_07th%2C_2008-8.jpg,"Paul_Krugman-press_conference_Dec_07th,_2008-8.jpg"
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",1/2,823,Individual,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Harald_zur_Hausen_03.jpg/300px-Harald_zur_Hausen_03.jpg,Harald_zur_Hausen_03.jpg
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1/4,824,Individual,Françoise Barré-Sinoussi,1947-07-30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Fran%C3%A7oise_Barr%C3%A9-Sinoussi-press_conference_Dec_06th%2C_2008-1.jpg/300px-Fran%C3%A7oise_Barr%C3%A9-Sinoussi-press_conference_Dec_06th%2C_2008-1.jpg,"Françoise_Barré-Sinoussi-press_conference_Dec_06th,_2008-1.jpg"
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1/4,825,Individual,Luc Montagnier,1932-08-18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Luc_Montagnier-press_conference_Dec_06th%2C_2008-6.jpg/300px-Luc_Montagnier-press_conference_Dec_06th%2C_2008-6.jpg,"Luc_Montagnier-press_conference_Dec_06th,_2008-6.jpg"
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1/1,833,Individual,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Martti_Ahtisaari_2012-04-16.jpg/300px-Martti_Ahtisaari_2012-04-16.jpg,Martti_Ahtisaari_2012-04-16.jpg
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",1/2,826,Individual,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,2015-07-05,Osaka,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/YoichiroNambu.jpg/300px-YoichiroNambu.jpg,YoichiroNambu.jpg
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,827,Individual,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Makoto_Kobayashi-press_conference_Dec_07th%2C_2008-2b.jpg/300px-Makoto_Kobayashi-press_conference_Dec_07th%2C_2008-2b.jpg,"Makoto_Kobayashi-press_conference_Dec_07th,_2008-2b.jpg"
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,828,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Toshihide_Masukawa-press_conference_Dec_07th%2C_2008-2.jpg/300px-Toshihide_Masukawa-press_conference_Dec_07th%2C_2008-2.jpg,"Toshihide_Masukawa-press_conference_Dec_07th,_2008-2.jpg"
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,842,Individual,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Nobel_Prize_2009-Press_Conference_KVA-10.jpg/300px-Nobel_Prize_2009-Press_Conference_KVA-10.jpg,Nobel_Prize_2009-Press_Conference_KVA-10.jpg
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1/2,846,Individual,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,2012-06-12,"Bloomington, IN",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Nobel_Prize_2009-Press_Conference_KVA-30.jpg/300px-Nobel_Prize_2009-Press_Conference_KVA-30.jpg,Nobel_Prize_2009-Press_Conference_KVA-30.jpg
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",1/2,847,Individual,Oliver E. Williamson,1932-09-27,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Nobel_Prize_2009-Press_Conference_KVA-42.jpg/300px-Nobel_Prize_2009-Press_Conference_KVA-42.jpg,Nobel_Prize_2009-Press_Conference_KVA-42.jpg
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1/1,844,Individual,Herta Müller,1953-08-17,"Nitzkydorf, Banat",Romania,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Herta_M%C3%BCller_%282019%29.jpg/300px-Herta_M%C3%BCller_%282019%29.jpg,Herta_Müller_(2019).jpg
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,836,Individual,Carol W. Greider,1961-04-15,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Carol_Greider_by_Chris_Michel_1s946948-11-23.jpg/300px-Carol_Greider_by_Chris_Michel_1s946948-11-23.jpg,Carol_Greider_by_Chris_Michel_1s946948-11-23.jpg
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Jack-szostak.jpg/300px-Jack-szostak.jpg,Jack-szostak.jpg
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1/4,840,Individual,George E. Smith,1930-05-10,"White Plains, NY",United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Nobel_Prize_2009-Press_Conference_KVA-27.jpg/300px-Nobel_Prize_2009-Press_Conference_KVA-27.jpg,Nobel_Prize_2009-Press_Conference_KVA-27.jpg
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,851,Individual,Richard F. Heck,1931-08-15,"Springfield, MA",United States of America,Male,University of Delaware,NA,United States of America,2015-10-09,Manila,Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Richard_F._Heck2010.jpg/300px-Richard_F._Heck2010.jpg,Richard_F._Heck2010.jpg
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,852,Individual,Ei-ichi Negishi,1935-07-14,Changchun,China,Male,Purdue University,"West Lafayette, IN",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Nobel_Prize_2010-Press_Conference_KVA-DSC_7398.jpg/300px-Nobel_Prize_2010-Press_Conference_KVA-DSC_7398.jpg,Nobel_Prize_2010-Press_Conference_KVA-DSC_7398.jpg
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,853,Individual,Akira Suzuki,1930-09-12,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Nobel_Prize_2010-Press_Conference_KVA-DSC_7383.jpg/300px-Nobel_Prize_2010-Press_Conference_KVA-DSC_7383.jpg,Nobel_Prize_2010-Press_Conference_KVA-DSC_7383.jpg
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,857,Individual,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,Male,Northwestern University,"Evanston, IL",United States of America,2014-01-09,"Wilmette, IL",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Dale_Mortensen_2.jpg/300px-Dale_Mortensen_2.jpg,Dale_Mortensen_2.jpg
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,858,Individual,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/0/0d/Christopher_Pissarides_Wiki_MR2013.jpg,Christopher_Pissarides_Wiki_MR2013.jpg
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",1/1,854,Individual,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Mario_Vargas_Llosa_%28crop_2%29.jpg/300px-Mario_Vargas_Llosa_%28crop_2%29.jpg,Mario_Vargas_Llosa_(crop_2).jpg
2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",1/1,855,Individual,Liu Xiaobo,1955-12-28,NA,China,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Liu_Xiaobo_%28Chinese_characters%29.svg/300px-Liu_Xiaobo_%28Chinese_characters%29.svg.png,Liu_Xiaobo_(Chinese_characters).svg
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",1/2,849,Individual,Andre Geim,1958-10-21,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Andre_Geim_10.jpg/300px-Andre_Geim_10.jpg,Andre_Geim_10.jpg
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",1/2,850,Individual,Konstantin Novoselov,1974-08-23,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Konstantin_Novoselov_portrait.jpg/300px-Konstantin_Novoselov_portrait.jpg,Konstantin_Novoselov_portrait.jpg
2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",1/1,867,Individual,Dan Shechtman,1941-01-24,Tel Aviv,British Mandate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8039.jpg/300px-Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8039.jpg,Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8039.jpg
